Order ID,Order Date,Ship Date,Region,State,City,Category,Sub-Category,Sales,Profit,Quantity,Discount,Shipping Cost
ORD-1246,01-2022,01-2022,South,New York,New York City,Furniture,Tables,176.55,10.76,4,0,43.98
ORD-1247,02-2022,03-2022,West,Florida,Miami,Furniture,Bookcases,704.03,122.38,9,0.3,30.93
ORD-1248,08-2023,08-2023,East,Washington,Tacoma,Furniture,Tables,923.82,-13.64,5,0.1,5.65
ORD-1249,06-2022,06-2022,South,Georgia,Savannah,Office Supplies,Labels,687.55,228.16,4,0.3,46.45
ORD-1250,11-2023,11-2023,Central,New York,Rochester,Furniture,Tables,174.14,-43.07,5,0.1,24.76
ORD-1251,10-2022,10-2022,West,Ohio,Columbus,Technology,Accessories,726.45,-42.31,8,0.5,17.9
ORD-1252,09-2022,09-2022,South,Ohio,Cleveland,Technology,Phones,460.39,-83.69,5,0.2,8.01
ORD-1253,05-2023,05-2023,West,Washington,Seattle,Technology,Copiers,730.36,-146.32,9,0.3,13.24
ORD-1254,02-2022,02-2022,West,Georgia,Augusta,Technology,Copiers,606.05,-61.94,7,0.4,30.89
ORD-1255,06-2023,07-2023,South,California,San Diego,Furniture,Tables,187.76,61.45,6,0,27.84
ORD-1256,08-2022,08-2022,Central,Washington,Tacoma,Office Supplies,Paper,363.01,12.15,10,0.4,22.19
ORD-1257,06-2022,06-2022,Central,New York,Buffalo,Technology,Accessories,903.91,27.51,5,0.4,44.1
ORD-1258,03-2023,04-2023,South,Texas,Dallas,Office Supplies,Labels,134.27,20.7,10,0.5,40.28
ORD-1259,08-2022,09-2022,South,Georgia,Augusta,Office Supplies,Paper,849.59,-46.21,8,0.2,15.83
ORD-1260,06-2023,06-2023,South,Washington,Seattle,Office Supplies,Paper,411.74,34.3,4,0.3,46.75
ORD-1261,07-2023,07-2023,East,Ohio,Cincinnati,Technology,Copiers,729.08,-34.41,8,0.3,36.82
ORD-1262,11-2023,11-2023,East,Illinois,Chicago,Furniture,Chairs,82.42,13.21,2,0.5,18.19
ORD-1263,06-2023,06-2023,South,Texas,Dallas,Furniture,Bookcases,287.43,-29.88,1,0.4,13.4
ORD-1264,03-2023,03-2023,West,Illinois,Springfield,Furniture,Tables,322.45,51.07,6,0.4,31.85
ORD-1265,09-2023,09-2023,West,Washington,Tacoma,Furniture,Tables,756.17,91.11,10,0.2,29.25
ORD-1266,10-2022,10-2022,South,California,San Diego,Technology,Accessories,564.39,-75.5,2,0.5,29.91
ORD-1267,01-2023,01-2023,Central,Washington,Spokane,Technology,Accessories,879.22,-52.05,10,0.5,26.45
ORD-1268,10-2023,10-2023,West,California,San Diego,Office Supplies,Binders,68.94,0.09,1,0,43.56
ORD-1269,08-2023,08-2023,South,New York,Buffalo,Technology,Phones,361.94,-31.83,2,0.1,17.69
ORD-1270,02-2022,02-2022,Central,Illinois,Chicago,Furniture,Chairs,114.44,5.46,6,0,34.91
ORD-1271,10-2022,10-2022,West,Florida,Orlando,Technology,Accessories,137.37,-8.04,9,0.5,8.41
ORD-1272,08-2022,08-2022,Central,California,Los Angeles,Technology,Phones,723.44,155.76,7,0.4,42.33
ORD-1273,04-2023,05-2023,East,California,Los Angeles,Office Supplies,Binders,915.67,-28.85,5,0.3,24.17
ORD-1274,01-2023,01-2023,South,Illinois,Chicago,Technology,Accessories,56.96,-8.11,2,0.4,30.34
ORD-1275,01-2022,01-2022,East,Florida,Tampa,Office Supplies,Paper,717.86,-94.92,3,0.4,18.95
ORD-1276,05-2022,05-2022,South,California,San Diego,Office Supplies,Labels,699.24,124.58,10,0.1,21.32
ORD-1277,10-2022,10-2022,South,Texas,Dallas,Office Supplies,Binders,103.15,-17.51,8,0.4,43.83
ORD-1278,12-2023,01-2024,West,Florida,Tampa,Furniture,Chairs,320.1,79.54,7,0.1,44.06
ORD-1279,03-2023,03-2023,South,Ohio,Cleveland,Technology,Accessories,915.63,152.55,10,0,49.69
ORD-1280,08-2022,08-2022,South,California,San Diego,Technology,Copiers,738.67,-104.16,1,0.4,7.8
ORD-1281,09-2022,09-2022,Central,Texas,Dallas,Office Supplies,Paper,541.2,44.88,9,0.1,42.97
ORD-1282,03-2023,03-2023,West,New York,New York City,Office Supplies,Binders,601.79,176.49,4,0.3,31.91
ORD-1283,09-2023,09-2023,East,Texas,Austin,Furniture,Bookcases,840.3,-23.1,5,0.4,27.32
ORD-1284,01-2022,01-2022,West,Florida,Orlando,Office Supplies,Labels,219.99,-36.24,4,0.3,40.22
ORD-1285,01-2023,02-2023,Central,New York,Rochester,Office Supplies,Binders,191.75,-36.29,1,0.3,38.46
ORD-1286,11-2022,12-2022,East,New York,Rochester,Furniture,Chairs,632.54,32.3,9,0.1,49.02
ORD-1287,06-2022,06-2022,South,Illinois,Peoria,Office Supplies,Labels,616.03,53.63,6,0.1,12.93
ORD-1288,08-2023,08-2023,East,New York,Buffalo,Furniture,Tables,965.21,150.05,7,0,18.33
ORD-1289,09-2022,09-2022,Central,New York,Rochester,Office Supplies,Binders,936.92,24.95,9,0.1,13.79
ORD-1290,03-2022,03-2022,Central,Illinois,Chicago,Furniture,Chairs,31.53,-0.35,8,0.3,48.05
ORD-1291,01-2022,01-2022,East,Florida,Tampa,Furniture,Bookcases,720.56,277.36,8,0,37.69
ORD-1292,12-2023,12-2023,Central,Ohio,Columbus,Office Supplies,Paper,887.47,-98.12,4,0.4,49.51
ORD-1293,08-2022,08-2022,East,New York,New York City,Furniture,Tables,980.39,-97.51,5,0,47.24
ORD-1294,09-2022,09-2022,West,New York,New York City,Office Supplies,Paper,295.28,27.35,9,0.1,36.46
ORD-1295,01-2022,01-2022,East,New York,Rochester,Technology,Phones,365.96,14.63,4,0.5,17.59
ORD-1296,10-2023,10-2023,South,Ohio,Cleveland,Office Supplies,Binders,466.71,80.28,1,0.1,45.55
ORD-1297,02-2023,02-2023,East,Illinois,Chicago,Technology,Copiers,258.64,52.81,3,0.5,37.19
ORD-1298,09-2023,09-2023,East,Georgia,Savannah,Technology,Copiers,670.09,8.75,5,0.2,41.71
ORD-1299,10-2022,11-2022,South,Florida,Miami,Office Supplies,Paper,708.63,60.45,9,0.4,17.64
ORD-1300,12-2022,12-2022,West,Georgia,Atlanta,Furniture,Chairs,904.2,135.09,6,0.4,45.88
ORD-1301,05-2023,05-2023,West,Illinois,Springfield,Technology,Copiers,880.53,-99.87,4,0.3,40.9
ORD-1302,07-2022,07-2022,West,Ohio,Cincinnati,Furniture,Chairs,461.96,-35.34,8,0.4,22.54
ORD-1303,12-2022,12-2022,West,California,San Diego,Technology,Accessories,420.58,18.19,6,0,37.01
ORD-1304,09-2022,09-2022,East,New York,New York City,Office Supplies,Paper,458.1,-75.91,1,0.4,10.69
ORD-1305,07-2023,07-2023,East,Ohio,Cleveland,Furniture,Chairs,375.9,53.32,2,0.2,48.41
ORD-1306,08-2023,08-2023,West,California,Los Angeles,Furniture,Tables,406.92,44.72,2,0.1,38.49
ORD-1307,06-2022,06-2022,East,Ohio,Columbus,Furniture,Tables,493.81,-57.48,9,0,44.61
ORD-1308,09-2022,10-2022,South,California,San Diego,Technology,Phones,505.78,-91.47,6,0.2,34.67
ORD-1309,11-2022,11-2022,South,Georgia,Augusta,Office Supplies,Labels,122.13,27.62,2,0.3,12.6
ORD-1310,01-2023,02-2023,East,New York,Rochester,Technology,Phones,199.99,20.38,6,0.3,26.7
ORD-1311,11-2022,11-2022,Central,Ohio,Columbus,Furniture,Bookcases,622.9,-109.96,7,0.1,32.57
ORD-1312,05-2022,05-2022,West,California,San Diego,Technology,Accessories,598.68,-134.41,6,0.2,18.68
ORD-1313,09-2023,10-2023,West,Washington,Seattle,Office Supplies,Labels,444.55,-26.29,8,0.2,21.67
ORD-1314,10-2023,10-2023,West,California,San Diego,Technology,Phones,413.73,-57.34,9,0,16.57
ORD-1315,07-2022,07-2022,East,Illinois,Chicago,Office Supplies,Binders,315.92,9.41,8,0,10.67
ORD-1316,06-2022,07-2022,South,New York,New York City,Technology,Copiers,354.31,118.57,6,0.2,6.94
ORD-1317,12-2022,01-2023,West,New York,New York City,Technology,Accessories,769.23,-188.43,3,0,27.54
ORD-1318,07-2022,07-2022,Central,Georgia,Atlanta,Office Supplies,Paper,23.99,5.07,6,0.4,13.97
ORD-1319,05-2023,05-2023,Central,Georgia,Savannah,Office Supplies,Labels,88.52,-26.53,8,0,37.32
ORD-1320,03-2023,03-2023,East,Georgia,Atlanta,Technology,Phones,312.28,41.49,2,0.3,41.33
ORD-1321,05-2022,05-2022,Central,Illinois,Chicago,Technology,Copiers,945.19,55.4,9,0.5,34.85
ORD-1322,01-2023,01-2023,Central,Illinois,Springfield,Technology,Copiers,421.56,-9.5,3,0.2,26.17
ORD-1323,10-2023,11-2023,South,Ohio,Columbus,Technology,Phones,515.27,2.16,8,0.3,19.03
ORD-1324,02-2022,02-2022,South,Georgia,Augusta,Office Supplies,Binders,496.29,-39.11,10,0.5,38.25
ORD-1325,10-2023,10-2023,Central,Texas,Austin,Furniture,Bookcases,712.49,161.66,5,0.3,17.09
ORD-1326,11-2023,11-2023,East,Georgia,Atlanta,Technology,Phones,442.14,-127.69,9,0,38.52
ORD-1327,04-2023,04-2023,East,Florida,Tampa,Office Supplies,Paper,838.65,-169.28,1,0.2,6.4
ORD-1328,04-2022,05-2022,South,California,San Francisco,Furniture,Bookcases,553.58,129.15,7,0.3,48.21
ORD-1329,11-2023,11-2023,Central,Texas,Dallas,Furniture,Bookcases,479.35,-40.82,9,0.1,46.82
ORD-1330,11-2023,12-2023,South,Ohio,Cincinnati,Furniture,Bookcases,742.11,76.17,6,0.5,43.38
ORD-1331,07-2023,07-2023,East,Washington,Tacoma,Furniture,Chairs,121.85,10.41,3,0.1,10.43
ORD-1332,12-2023,12-2023,East,Texas,Houston,Furniture,Chairs,590.18,148.24,1,0.3,36.95
ORD-1333,04-2022,04-2022,South,Ohio,Cincinnati,Office Supplies,Paper,745.11,-50.18,6,0.1,38.02
ORD-1334,08-2023,08-2023,South,Florida,Orlando,Technology,Phones,683.47,188.41,5,0.3,18.63
ORD-1335,10-2022,10-2022,East,New York,Rochester,Furniture,Bookcases,737.74,-6.99,9,0.2,46.23
ORD-1336,12-2023,12-2023,South,Texas,Dallas,Office Supplies,Labels,834.8,306.17,4,0.2,19.97
ORD-1337,12-2022,01-2023,South,Texas,Dallas,Office Supplies,Paper,842.66,60.64,8,0.1,10.81
ORD-1338,02-2023,02-2023,South,Washington,Spokane,Furniture,Tables,561.72,171.18,7,0.1,46.84
ORD-1339,09-2022,09-2022,East,Georgia,Savannah,Office Supplies,Binders,117.35,-9.11,9,0.3,23.14
ORD-1340,12-2023,12-2023,East,California,San Diego,Technology,Copiers,309.22,57.24,3,0.2,6.9
ORD-1341,12-2022,12-2022,South,Washington,Spokane,Technology,Accessories,258.45,72.29,10,0.3,16.7
ORD-1342,09-2022,09-2022,West,Washington,Tacoma,Furniture,Bookcases,981.58,-7.7,4,0.4,7.92
ORD-1343,07-2022,07-2022,East,Ohio,Cleveland,Office Supplies,Labels,612.34,-42.12,10,0.1,16.16
ORD-1344,02-2022,03-2022,South,Florida,Orlando,Technology,Phones,173.68,-23.2,8,0.1,36.97
ORD-1345,11-2023,11-2023,West,Florida,Orlando,Technology,Phones,196.88,0.38,4,0.1,13.44
ORD-1346,10-2022,10-2022,Central,New York,Rochester,Technology,Copiers,728.15,37.7,3,0.1,25.49
ORD-1347,12-2023,12-2023,East,California,San Francisco,Technology,Phones,181.95,22.64,10,0.2,11.37
ORD-1348,05-2022,05-2022,West,Illinois,Peoria,Office Supplies,Paper,616.43,-33.29,6,0.2,49.46
ORD-1349,07-2023,07-2023,West,Illinois,Springfield,Office Supplies,Binders,119.27,-16.65,1,0.2,17.64
ORD-1350,03-2022,03-2022,West,Georgia,Atlanta,Technology,Copiers,420.53,-10.92,10,0.4,49.33
ORD-1351,11-2023,12-2023,East,Washington,Spokane,Technology,Accessories,704.99,-143.6,8,0.2,21.61
ORD-1352,08-2022,08-2022,West,New York,New York City,Technology,Phones,730.76,93.07,10,0.2,43.97
ORD-1353,10-2022,10-2022,West,Texas,Houston,Technology,Copiers,147.97,24.72,1,0.5,9.56
ORD-1354,07-2022,07-2022,West,Ohio,Cleveland,Technology,Accessories,180.18,35.72,3,0.3,15.59
ORD-1355,01-2022,01-2022,East,Florida,Tampa,Office Supplies,Labels,374.79,36.24,5,0.5,15.57
ORD-1356,06-2023,06-2023,Central,Texas,Houston,Office Supplies,Labels,477.19,67.72,6,0.1,46.9
ORD-1357,06-2022,06-2022,South,California,San Francisco,Furniture,Tables,438.1,-22.63,3,0.3,34.37
ORD-1358,06-2023,06-2023,South,California,San Francisco,Furniture,Tables,923.36,301.68,1,0.1,15.25
ORD-1359,06-2022,07-2022,West,New York,Rochester,Technology,Phones,370.83,165.71,1,0.1,26.32
ORD-1360,10-2022,10-2022,Central,New York,Buffalo,Technology,Phones,653.11,131.87,4,0.4,30.98
ORD-1361,06-2023,07-2023,Central,Illinois,Peoria,Furniture,Tables,591.98,-20.34,2,0.5,10.84
ORD-1362,07-2022,07-2022,West,Georgia,Savannah,Technology,Copiers,935.7,293.6,8,0.2,16.23
ORD-1363,08-2022,08-2022,West,Washington,Seattle,Office Supplies,Paper,116.54,45.47,6,0.1,25.31
ORD-1364,03-2023,04-2023,East,Washington,Tacoma,Technology,Phones,930.37,161.35,2,0,43.33
ORD-1365,03-2023,03-2023,West,California,Los Angeles,Office Supplies,Binders,45.71,3.52,9,0.4,47.02
ORD-1366,11-2023,11-2023,South,Illinois,Peoria,Technology,Accessories,80.34,0.95,7,0.1,6.68
ORD-1367,02-2023,02-2023,Central,New York,New York City,Technology,Phones,994.83,-93.87,10,0.4,33.1
ORD-1368,05-2022,05-2022,Central,New York,Buffalo,Technology,Copiers,535.99,-8.96,9,0.4,21.3
ORD-1369,12-2023,12-2023,Central,Ohio,Columbus,Furniture,Bookcases,189.5,9.37,9,0.3,45.15
ORD-1370,08-2022,08-2022,East,Ohio,Columbus,Office Supplies,Binders,480.6,-85.46,4,0.3,27.95
ORD-1371,02-2022,02-2022,West,Georgia,Atlanta,Technology,Phones,930.95,366.31,9,0,7.64
ORD-1372,02-2023,02-2023,East,Illinois,Chicago,Furniture,Chairs,168.71,22.76,7,0.3,19.6
ORD-1373,12-2022,12-2022,South,California,Los Angeles,Office Supplies,Labels,576.08,-76.87,2,0,46.69
ORD-1374,01-2022,01-2022,West,Georgia,Savannah,Technology,Accessories,965.79,-143.79,1,0.4,6.9
ORD-1375,07-2023,07-2023,Central,Illinois,Chicago,Technology,Accessories,458.16,48.47,9,0.2,11.55
ORD-1376,06-2022,06-2022,Central,Florida,Miami,Technology,Accessories,104.46,12.9,6,0.3,48.06
ORD-1377,10-2022,10-2022,South,California,Los Angeles,Furniture,Bookcases,983.9,76.93,7,0.5,5.74
ORD-1378,10-2022,10-2022,South,Washington,Spokane,Technology,Accessories,629.22,128.65,3,0.4,34.13
ORD-1379,10-2022,10-2022,East,New York,New York City,Furniture,Tables,297.28,46.8,1,0,28.72
ORD-1380,11-2022,11-2022,South,California,Los Angeles,Technology,Copiers,413.78,152.21,5,0.1,34.85
ORD-1381,04-2023,04-2023,Central,Washington,Tacoma,Office Supplies,Labels,737.86,188.79,2,0.4,36.09
ORD-1382,03-2022,03-2022,East,Florida,Tampa,Technology,Phones,694.08,183.97,2,0,47.87
ORD-1383,03-2023,03-2023,South,Texas,Dallas,Technology,Copiers,683.79,132.2,9,0.3,32.53
ORD-1384,08-2023,08-2023,South,Ohio,Cincinnati,Office Supplies,Labels,745.65,-139.37,8,0.2,17.52
ORD-1385,11-2023,11-2023,Central,Florida,Miami,Furniture,Bookcases,897.92,217.31,10,0,5.84
ORD-1386,04-2023,04-2023,South,New York,Buffalo,Furniture,Bookcases,602.71,86.38,1,0.4,10.82
ORD-1387,09-2023,10-2023,Central,Washington,Seattle,Furniture,Tables,787.3,77.61,9,0,13.7
ORD-1388,12-2023,12-2023,South,New York,New York City,Furniture,Bookcases,808.12,63.34,4,0.1,35.56
ORD-1389,07-2022,08-2022,West,Ohio,Cincinnati,Technology,Copiers,165.6,-39.78,2,0,49.29
ORD-1390,12-2023,12-2023,West,California,San Francisco,Furniture,Tables,393.54,12.36,2,0.4,27.34
ORD-1391,05-2023,05-2023,Central,Illinois,Chicago,Technology,Copiers,544.99,-79.83,1,0,26.5
ORD-1392,02-2023,03-2023,West,Georgia,Augusta,Furniture,Chairs,958.26,-123.44,7,0.4,49.64
ORD-1393,08-2023,08-2023,West,Georgia,Savannah,Technology,Phones,356.9,34.36,3,0,25.92
ORD-1394,04-2023,04-2023,West,Texas,Dallas,Office Supplies,Binders,114.99,18.92,8,0.2,44.67
ORD-1395,03-2023,03-2023,East,New York,Rochester,Office Supplies,Binders,415.11,-83.59,6,0.2,18.07
ORD-1396,05-2022,05-2022,West,Washington,Seattle,Technology,Phones,150.11,20.47,8,0.3,10.75
ORD-1397,08-2022,09-2022,West,Ohio,Columbus,Technology,Accessories,98.74,-3.34,7,0.1,14.12
ORD-1398,08-2023,08-2023,South,Illinois,Springfield,Furniture,Chairs,364.39,27.65,1,0.5,9.09
ORD-1399,08-2022,08-2022,Central,Ohio,Cleveland,Office Supplies,Binders,55.75,2.85,10,0,24.07
ORD-1400,02-2023,02-2023,East,Georgia,Savannah,Furniture,Tables,711.78,101.23,7,0.2,17.66
ORD-1401,09-2022,09-2022,South,Illinois,Peoria,Office Supplies,Labels,202.87,9.58,1,0.3,27.4
ORD-1402,05-2023,05-2023,Central,Georgia,Atlanta,Office Supplies,Paper,560.24,189.98,9,0.1,10.42
ORD-1403,10-2023,10-2023,South,Washington,Spokane,Technology,Phones,422.09,2.87,1,0.4,9.71
ORD-1404,10-2022,11-2022,West,New York,New York City,Office Supplies,Paper,985.23,137.02,7,0.5,12.41
ORD-1405,12-2023,12-2023,Central,Texas,Dallas,Furniture,Chairs,352.89,17.27,1,0.5,35.17
ORD-1406,09-2022,09-2022,Central,Florida,Tampa,Technology,Copiers,921.78,-99.58,10,0.4,22.13
ORD-1407,09-2022,09-2022,Central,California,Los Angeles,Furniture,Tables,67.48,-3.68,5,0.5,46.77
ORD-1408,07-2022,07-2022,South,Texas,Dallas,Office Supplies,Labels,409.16,134.83,2,0.2,44.15
ORD-1409,12-2022,12-2022,West,Texas,Austin,Furniture,Chairs,886.43,245.71,5,0.3,36.12
ORD-1410,07-2023,07-2023,West,New York,Rochester,Furniture,Chairs,773.91,-71.46,7,0.2,22.83
ORD-1411,04-2023,04-2023,South,Florida,Tampa,Furniture,Tables,302.98,-5.82,1,0,35.38
ORD-1412,09-2022,09-2022,West,Illinois,Chicago,Office Supplies,Paper,724.46,152.24,5,0.4,30.39
ORD-1413,05-2023,05-2023,Central,Florida,Orlando,Technology,Copiers,765.9,144.15,3,0.1,15.91
ORD-1414,01-2022,01-2022,East,New York,New York City,Technology,Phones,685.95,-53.67,10,0.1,47.89
ORD-1415,09-2023,09-2023,South,Ohio,Cleveland,Technology,Accessories,191.68,-26.69,4,0.1,46.43
ORD-1416,04-2022,05-2022,Central,California,San Francisco,Furniture,Chairs,877.28,158.39,7,0.5,28.28
ORD-1417,02-2022,02-2022,West,Georgia,Atlanta,Office Supplies,Binders,226.38,35.02,2,0,25.49
ORD-1418,06-2022,06-2022,Central,New York,New York City,Furniture,Bookcases,580.48,130.18,1,0.3,28.95
ORD-1419,05-2022,05-2022,West,Illinois,Peoria,Furniture,Bookcases,290.45,-10.77,8,0.2,12.3
ORD-1420,11-2023,11-2023,South,Ohio,Columbus,Office Supplies,Labels,927.45,-89.52,4,0.4,49.16
ORD-1421,04-2022,04-2022,Central,Florida,Miami,Technology,Accessories,925.42,134.33,10,0.4,46.46
ORD-1422,08-2023,08-2023,West,Illinois,Springfield,Office Supplies,Binders,297.86,2.32,7,0.1,7.31
ORD-1423,12-2022,12-2022,East,New York,Buffalo,Office Supplies,Binders,379.14,-21.1,8,0.2,44.54
ORD-1424,03-2023,03-2023,East,Florida,Miami,Office Supplies,Binders,208.29,-19.35,5,0.5,16.28
ORD-1425,05-2023,05-2023,West,Washington,Tacoma,Office Supplies,Paper,431.14,60.77,1,0.4,43.57
ORD-1426,10-2023,10-2023,East,Ohio,Columbus,Furniture,Tables,247.43,14.09,3,0.5,16.59
ORD-1427,11-2023,11-2023,South,Georgia,Savannah,Furniture,Tables,67.05,-17.42,3,0.1,21.86
ORD-1428,06-2022,06-2022,South,Florida,Orlando,Office Supplies,Paper,476.21,38,3,0.3,30
ORD-1429,11-2022,11-2022,West,Washington,Spokane,Furniture,Tables,504.74,110.99,7,0.3,42.41
ORD-1430,10-2022,10-2022,East,Florida,Miami,Furniture,Bookcases,875.98,305.77,8,0,25.11
ORD-1431,11-2022,11-2022,South,Georgia,Savannah,Technology,Copiers,697.59,-89.75,5,0.5,36.26
ORD-1432,08-2023,08-2023,Central,Florida,Miami,Furniture,Tables,799.33,-81.73,7,0.5,38.35
ORD-1433,02-2023,02-2023,East,Texas,Houston,Office Supplies,Labels,365.37,159.94,2,0,29.29
ORD-1434,05-2023,05-2023,Central,Texas,Houston,Furniture,Chairs,724.53,-52.56,8,0.5,7.73
ORD-1435,06-2022,06-2022,Central,Washington,Seattle,Office Supplies,Binders,676.77,118.03,3,0.5,13.74
ORD-1436,07-2022,07-2022,East,Washington,Spokane,Office Supplies,Binders,289.34,-6.25,5,0.2,48.87
ORD-1437,03-2022,03-2022,South,Georgia,Augusta,Furniture,Chairs,992.28,287.21,8,0.2,23.36
ORD-1438,05-2023,05-2023,Central,California,Los Angeles,Technology,Copiers,722.66,-10.35,2,0.5,36.61
ORD-1439,07-2022,07-2022,West,Texas,Houston,Furniture,Bookcases,124.83,-24.34,7,0.3,12.41
ORD-1440,06-2023,06-2023,West,Florida,Orlando,Furniture,Bookcases,623.57,17.2,10,0.5,33.55
ORD-1441,10-2023,10-2023,South,Texas,Austin,Furniture,Bookcases,807.77,-55.29,2,0.3,6.64
ORD-1442,10-2023,10-2023,East,Ohio,Columbus,Technology,Accessories,30.87,0.24,10,0.4,18.8
ORD-1443,08-2022,08-2022,West,California,San Francisco,Technology,Copiers,709.67,46.49,1,0.5,12.33
ORD-1444,09-2023,09-2023,East,Texas,Houston,Technology,Copiers,567.81,-89.39,8,0.3,8.95
ORD-1445,05-2022,05-2022,South,California,San Diego,Office Supplies,Binders,12.54,-0.93,1,0,47.42
ORD-1446,06-2023,06-2023,Central,Illinois,Chicago,Office Supplies,Paper,711.08,17.15,3,0.2,6.91
ORD-1447,05-2023,06-2023,East,California,Los Angeles,Technology,Accessories,420.51,-45.26,7,0.2,12.93
ORD-1448,05-2022,05-2022,South,New York,New York City,Office Supplies,Labels,530.91,-46.22,3,0.5,24
ORD-1449,04-2022,04-2022,South,Georgia,Augusta,Office Supplies,Labels,906.5,213.86,2,0.3,44.2
ORD-1450,01-2022,01-2022,West,New York,Rochester,Office Supplies,Binders,567.1,169.84,7,0.4,25.3
ORD-1451,02-2023,02-2023,South,Texas,Dallas,Office Supplies,Labels,136.22,50.15,7,0.2,47.39
ORD-1452,08-2023,08-2023,West,California,San Diego,Office Supplies,Binders,250.24,51.22,2,0.3,15.39
ORD-1453,10-2023,10-2023,Central,New York,Buffalo,Office Supplies,Binders,37.84,2.38,9,0.5,39.09
ORD-1454,06-2022,06-2022,Central,Washington,Tacoma,Furniture,Bookcases,716.27,-45.46,7,0.5,35.71
ORD-1455,07-2023,08-2023,South,Illinois,Springfield,Furniture,Chairs,737.77,-15.48,6,0,31.08
ORD-1456,10-2023,10-2023,South,Washington,Spokane,Technology,Accessories,896.48,218.11,1,0.3,16.53
ORD-1457,09-2022,09-2022,Central,Ohio,Cincinnati,Office Supplies,Labels,778.63,120.3,2,0.2,23.29
ORD-1458,10-2022,11-2022,West,Illinois,Springfield,Technology,Phones,477.5,44.97,1,0.5,28.42
ORD-1459,01-2023,01-2023,Central,Illinois,Chicago,Furniture,Chairs,503.44,112.17,8,0.2,48.22
ORD-1460,12-2023,01-2024,East,Florida,Tampa,Technology,Phones,574.59,-43.59,8,0.5,21.09
ORD-1461,01-2022,01-2022,South,California,San Francisco,Furniture,Tables,934.84,275.91,2,0.3,9.27
ORD-1462,07-2022,07-2022,East,Florida,Tampa,Office Supplies,Binders,350.04,61.8,5,0.3,10.04
ORD-1463,11-2022,12-2022,West,Illinois,Chicago,Technology,Accessories,394.47,-4.26,10,0.3,29.9
ORD-1464,11-2023,11-2023,West,Illinois,Chicago,Technology,Phones,238.84,32.57,4,0.1,14.3
ORD-1465,04-2023,04-2023,East,Texas,Austin,Technology,Copiers,193.44,31.44,2,0.4,22.14
ORD-1466,02-2023,03-2023,South,Florida,Miami,Technology,Accessories,887.76,384.53,10,0,39.57
ORD-1467,08-2023,09-2023,South,Texas,Houston,Furniture,Chairs,301.92,-32.73,5,0.5,26.54
ORD-1468,01-2023,01-2023,East,Texas,Dallas,Furniture,Tables,33.19,0.44,10,0.5,26.08
ORD-1469,07-2022,07-2022,South,Illinois,Chicago,Furniture,Chairs,449.8,34.97,6,0,21.99
ORD-1470,11-2022,11-2022,West,Georgia,Augusta,Technology,Copiers,171.88,39.26,5,0.4,42.49
ORD-1471,07-2023,07-2023,South,Illinois,Peoria,Technology,Copiers,46.6,-2.74,5,0.5,7.13
ORD-1472,03-2022,04-2022,East,Illinois,Peoria,Office Supplies,Paper,510.17,177.5,6,0.2,28.54
ORD-1473,04-2023,04-2023,South,Ohio,Cincinnati,Furniture,Tables,907.19,-112.53,3,0.2,24.61
ORD-1474,10-2022,10-2022,East,California,San Diego,Office Supplies,Paper,257.91,9.76,9,0.3,22.55
ORD-1475,09-2022,09-2022,West,California,Los Angeles,Technology,Accessories,591.33,-146.77,5,0.1,41.93
ORD-1476,06-2022,06-2022,East,Illinois,Chicago,Office Supplies,Labels,710.28,226.29,2,0.1,32.72
ORD-1477,10-2023,11-2023,Central,Georgia,Atlanta,Furniture,Bookcases,912.53,399.06,9,0,28.82
ORD-1478,08-2022,08-2022,Central,Ohio,Columbus,Furniture,Tables,555.82,78.12,10,0.3,43.82
ORD-1479,05-2023,05-2023,Central,Texas,Austin,Furniture,Tables,511.81,-3.16,9,0.4,23.28
ORD-1480,08-2022,08-2022,South,Florida,Orlando,Furniture,Bookcases,886.2,-185.87,2,0.2,29.34
ORD-1481,07-2022,08-2022,Central,Florida,Miami,Furniture,Bookcases,334.79,51.72,9,0.3,42.6
ORD-1482,07-2022,07-2022,South,California,Los Angeles,Office Supplies,Binders,871.4,-129.73,1,0.4,19.96
ORD-1483,04-2022,04-2022,South,Florida,Orlando,Technology,Accessories,232.36,46.29,2,0.3,13.97
ORD-1484,07-2023,07-2023,West,California,Los Angeles,Office Supplies,Labels,137.29,12.67,2,0.2,5.58
ORD-1485,08-2022,09-2022,South,Texas,Austin,Technology,Accessories,945.44,11.22,7,0.1,39.69
ORD-1486,01-2023,01-2023,South,Ohio,Cleveland,Technology,Accessories,577.6,121.13,5,0.1,37.33
ORD-1487,07-2022,07-2022,West,Ohio,Cleveland,Furniture,Bookcases,463.22,-26.28,7,0.5,14.95
ORD-1488,10-2023,10-2023,South,Washington,Tacoma,Office Supplies,Labels,829.94,234.49,4,0,11.39
ORD-1489,12-2022,01-2023,East,Florida,Miami,Technology,Copiers,752.56,218.41,9,0.2,26
ORD-1490,11-2023,11-2023,South,California,Los Angeles,Office Supplies,Labels,487.12,113.04,9,0,29.73
ORD-1491,10-2023,10-2023,Central,New York,New York City,Technology,Accessories,556.37,-66.93,5,0.4,34.19
ORD-1492,03-2023,03-2023,Central,California,San Diego,Office Supplies,Binders,467.23,96.89,9,0.4,24.19
